,Sequence,Context
181323,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT']",Illiquid Security
447119,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.BCK_T_MASTER_SEC_20221201', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.T_MASTER_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT']",Stale Price
441975,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.T_PREMASTER_SEC', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT']",Illiquid Security
181323,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT']",Illiquid Security
54226,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT']",Illiquid Security
458150,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.T_PREMASTER_SEC', 'WORKDAY_DB.DBO.T_PK_OVERRIDE_SEC', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT']",Zero Price Value
443454,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.T_PK_OVERRIDE_SEC', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT']",Zero Price Value
383155,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_BPS_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_BCKUPCHG0049304', 'WORKDAY_DB.DBO.T_PREMASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.T_MASTER_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_PK_OVERRIDE_SEC', 'WORKDAY_DB.DBO.T_MASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_PRE_IPP']",Stale Price
209504,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_BPS_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.T_PREMASTER_SEC', 'WORKDAY_DB.DBO.T_MASTER_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT']",Stale Price
478052,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.T_PK_OVERRIDE_SEC', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC']",Illiquid Security
54226,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT']",Illiquid Security
380972,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_BPS_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.CLONE_T_SCD_PRC_OUT_STORE_ANLALYSIS_IPP2', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_BCKUPCHG0049304', 'WORKDAY_DB.DBO.T_PREMASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_STORE', 'WORKDAY_DB.DBO.T_MASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_STORE', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_PRE_IPP']",Illiquid Security
370930,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_MASTER_SEC_DERIV_FI_STORE', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_BPS_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.CLONE_T_SCD_PRC_OUT_STORE_ANLALYSIS_IPP2', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_PRC', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_BCKUPCHG0049304', 'WORKDAY_DB.DBO.T_PREMASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC_ANALYSIS_IPP20899', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_STORE', 'WORKDAY_DB.DBO.T_MASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_STORE', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_PRE_IPP']",Zero Price Value
259096,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_BPS_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.CLONE_T_SCD_PRC_OUT_STORE_ANLALYSIS_IPP2', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_BCKUPCHG0049304', 'WORKDAY_DB.DBO.T_PREMASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_STORE', 'WORKDAY_DB.DBO.T_MASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_STORE', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT', 'WORKDAY_DB.DBO.T_ITM_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_PRE_IPP']",Illiquid Security
209504,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_BPS_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.T_PREMASTER_SEC', 'WORKDAY_DB.DBO.T_MASTER_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT']",Stale Price
285995,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_BPS_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.T_MASTER_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC_ANALYSIS_IPP20899', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_STORE', 'WORKDAY_DB.DBO.T_MASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_STORE', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT', 'WORKDAY_DB.DBO.T_ITM_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_PRE_IPP']",Stale Price
366891,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_BPS_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.CLONE_T_SCD_PRC_OUT_STORE_ANLALYSIS_IPP2', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_BCKUPCHG0049304', 'WORKDAY_DB.DBO.T_PREMASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_STORE', 'WORKDAY_DB.DBO.T_MASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_STORE', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_PRE_IPP']",Illiquid Security
383148,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_MASTER_SEC_DERIV_FI_STORE', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_BPS_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.CLONE_T_SCD_PRC_OUT_STORE_ANLALYSIS_IPP2', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_BCKUPCHG0049304', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.T_PK_OVERRIDE_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC_PRE_IPP']",Stale Price
423499,"['WORKDAY_DB.DBO.T_EXCEPTION_PRC', 'WORKDAY_DB.DBO.T_PREMASTER_PRC', 'WORKDAY_DB.DBO.T_BPS_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_IDENTIFIER', 'WORKDAY_DB.DBO.T_FULL_SEC_OUT_STORE', 'WORKDAY_DB.DBO.T_BPS_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC', 'WORKDAY_DB.DBO.T_PK_OVERRIDE_SEC', 'WORKDAY_DB.DBO.TMP_T_OVERRIDE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_MASTER_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_PRC', 'WORKDAY_DB.DBO.T_OVERRIDE_APPROVE_SEC_DERIV_FI', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT_ANLALYSIS_IPP20899', 'WORKDAY_DB.DBO.T_EXCEPTION_SEC', 'WORKDAY_DB.DBO.BCK_T_OVERRIDE_APPROVE_SEC_DERIV_FI_20221201', 'WORKDAY_DB.DBO.T_MASTER_PRC_AUDIT']",Stale Price
